timestamp_local,timestamp_utc,hour,day_of_week,month,weekend_flag,season,daylight_flag,mean_temperature,population_weighted_temperature,mean_wind_speed,wind_capacity_weighted_wind_speed,mean_cloud_cover,national_solar_irradiance,total_precipitation,heating_degree,cooling_degree,wind_speed_squared,wind_speed_cubed,temperature_lag_1h,temperature_lag_6h,wind_speed_lag_1h,total_electricity_consumption_mw,total_electricity_generation_mw,wind_generation_mw,solar_generation_mw,gas_generation_mw,other_generation_mw,renewable_generation_mw,renewable_generation_percentage,net_exports_mw,consumption_lag_1h,consumption_lag_24h,random_control
2022-01-01T20:00:00+00:00,2022-01-01T20:00:00+00:00,20,5,1,1,winter,0,2.92,3.06,7.06,7.07,61.9,0.0,0.0,12.44,0.0,49.931,352.824,3.0,3.99,7.77,4601.8,4564.6,731.5,0.0,3206.0,627.1,731.5,16.03,-37.2,4779.3,4793.0,0.3052
2022-01-01T21:00:00+00:00,2022-01-01T21:00:00+00:00,21,5,1,1,winter,0,2.9,3.06,7.71,7.92,62.7,0.0,0.0,12.44,0.0,62.787,497.509,3.06,4.03,7.07,4334.5,4239.2,984.5,0.0,2652.8,601.9,984.5,23.22,-95.3,4601.8,4599.0,-0.31762
2022-01-01T22:00:00+00:00,2022-01-01T22:00:00+00:00,22,5,1,1,winter,0,2.35,2.5,7.94,8.05,56.25,0.0,0.66,13.0,0.0,64.801,521.641,3.06,4.2,7.92,4188.3,4118.3,1050.2,0.0,2440.6,627.5,1050.2,25.5,-70.0,4334.5,4335.9,1.2265
2022-01-01T23:00:00+00:00,2022-01-01T23:00:00+00:00,23,5,1,1,winter,0,1.75,1.86,7.5,7.67,53.47,0.0,0.42,13.64,0.0,58.769,450.53,2.5,4.75,8.05,4054.5,3889.4,911.9,0.0,2342.8,634.7,911.9,23.45,-165.1,4188.3,4396.2,0.62233
2022-01-02T00:00:00+00:00,2022-01-02T00:00:00+00:00,0,6,1,1,winter,0,1.56,1.69,7.4,7.46,54.12,0.0,0.44,13.81,0.0,55.579,414.343,1.86,3.86,7.67,3791.0,3616.1,837.9,0.0,2125.1,653.1,837.9,23.17,-174.9,4054.5,3964.7,-0.16793
2022-01-02T01:00:00+00:00,2022-01-02T01:00:00+00:00,1,6,1,1,winter,0,1.75,1.78,7.02,7.31,56.43,0.0,0.0,13.72,0.0,53.503,391.356,1.69,3.0,7.46,3727.6,3513.7,818.6,0.0,2055.8,639.3,818.6,23.3,-213.9,3791.0,3676.1,0.0596
2022-01-02T02:00:00+00:00,2022-01-02T02:00:00+00:00,2,6,1,1,winter,0,1.89,1.94,7.72,8.24,52.37,0.0,1.31,13.56,0.0,67.866,559.089,1.78,3.06,7.31,3646.7,3571.4,1229.5,0.0,1726.5,615.4,1229.5,34.43,-75.3,3727.6,3760.9,0.37985
2022-01-02T03:00:00+00:00,2022-01-02T03:00:00+00:00,3,6,1,1,winter,0,2.26,2.35,7.68,8.33,59.3,0.0,0.0,13.15,0.0,69.367,577.739,1.94,3.06,8.24,3581.1,3450.4,1332.8,0.0,1500.0,617.6,1332.8,38.63,-130.7,3646.7,3713.4,-0.55099
2022-01-02T04:00:00+00:00,2022-01-02T04:00:00+00:00,4,6,1,1,winter,0,2.26,2.35,7.24,7.66,59.98,0.0,0.0,13.15,0.0,58.697,449.702,2.35,2.5,8.33,3519.3,3467.0,939.3,0.0,1901.0,626.7,939.3,27.09,-52.3,3581.1,3832.9,-1.17762
2022-01-02T05:00:00+00:00,2022-01-02T05:00:00+00:00,5,6,1,1,winter,0,1.94,2.02,7.2,7.79,62.03,0.0,0.0,13.48,0.0,60.714,473.075,2.35,1.86,7.66,3800.7,3725.7,1085.4,0.0,2007.6,632.7,1085.4,29.13,-75.0,3519.3,4136.6,0.4903
2022-01-02T06:00:00+00:00,2022-01-02T06:00:00+00:00,6,6,1,1,winter,0,2.39,2.49,7.97,8.6,65.45,0.0,4.88,13.01,0.0,74.003,636.611,2.02,1.69,7.79,3992.8,3886.5,1408.5,0.0,1827.0,651.0,1408.5,36.24,-106.3,3800.7,4317.6,0.47835
2022-01-02T07:00:00+00:00,2022-01-02T07:00:00+00:00,7,6,1,1,winter,0,2.56,2.67,8.37,9.08,66.57,0.0,0.0,12.83,0.0,82.439,748.514,2.49,1.78,8.6,4265.1,4213.4,1673.6,0.0,1866.4,673.4,1673.6,39.72,-51.7,3992.8,4491.9,-1.93116
2022-01-02T08:00:00+00:00,2022-01-02T08:00:00+00:00,8,6,1,1,winter,0,2.81,2.96,7.63,7.98,65.02,0.0,0.56,12.54,0.0,63.613,507.368,2.67,1.94,9.08,4318.6,4303.8,1086.5,0.0,2552.3,665.0,1086.5,25.25,-14.8,4265.1,4581.3,-0.32002
2022-01-02T09:00:00+00:00,2022-01-02T09:00:00+00:00,9,6,1,1,winter,1,3.77,3.92,7.47,7.94,66.13,3.77,3.53,11.58,0.0,63.071,500.888,2.96,2.35,7.98,4181.0,4256.4,1004.7,3.1,2572.4,676.2,1007.8,23.68,75.4,4318.6,4582.1,-1.19763
2022-01-02T10:00:00+00:00,2022-01-02T10:00:00+00:00,10,6,1,1,winter,1,4.72,4.92,7.96,8.33,66.7,27.49,2.61,10.58,0.0,69.391,578.03,3.92,2.35,7.94,3939.4,3862.4,1072.1,24.3,2084.2,681.8,1096.4,28.39,-77.0,4181.0,4440.9,1.7333
2022-01-02T11:00:00+00:00,2022-01-02T11:00:00+00:00,11,6,1,1,winter,1,5.33,5.56,6.72,6.91,70.35,43.36,0.39,9.94,0.0,47.791,330.384,4.92,2.02,8.33,3750.9,3610.0,594.9,37.9,2307.3,669.9,632.8,17.53,-140.9,3939.4,4362.3,0.40153
2022-01-02T12:00:00+00:00,2022-01-02T12:00:00+00:00,12,6,1,1,winter,1,5.36,5.42,6.11,6.36,64.08,59.71,14.37,10.08,0.0,40.431,257.077,5.56,2.49,6.91,3658.0,3553.2,470.5,51.8,2352.5,678.4,522.3,14.7,-104.8,3750.9,4230.8,0.50983
2022-01-02T13:00:00+00:00,2022-01-02T13:00:00+00:00,13,6,1,1,winter,1,5.95,6.01,5.18,5.4,60.15,66.77,1.91,9.49,0.0,29.188,157.692,5.42,2.67,6.36,3734.8,3532.4,266.6,59.4,2571.3,635.1,326.0,9.23,-202.4,3658.0,4300.7,0.33431
2022-01-02T14:00:00+00:00,2022-01-02T14:00:00+00:00,14,6,1,1,winter,1,6.13,6.17,7.14,7.45,55.67,60.64,7.32,9.33,0.0,55.489,413.344,6.01,2.96,5.4,3816.5,3749.8,790.3,52.0,2284.0,623.5,842.3,22.46,-66.7,3734.8,4301.9,-0.84152
2022-01-02T15:00:00+00:00,2022-01-02T15:00:00+00:00,15,6,1,1,winter,1,6.5,6.66,6.48,6.73,55.42,39.24,5.35,8.84,0.0,45.31,304.998,6.17,3.92,7.45,3865.4,3796.0,583.6,34.8,2543.5,634.1,618.4,16.29,-69.4,3816.5,4474.3,-0.36116
2022-01-02T16:00:00+00:00,2022-01-02T16:00:00+00:00,16,6,1,1,winter,1,6.59,6.83,5.2,5.46,58.73,8.07,0.0,8.67,0.0,29.839,162.995,6.66,4.92,6.73,4052.4,4069.1,291.6,6.8,3132.7,638.0,298.4,7.33,16.7,3865.4,4661.0,-0.27805
2022-01-02T17:00:00+00:00,2022-01-02T17:00:00+00:00,17,6,1,1,winter,0,6.71,6.82,4.86,5.03,65.02,0.0,5.44,8.68,0.0,25.335,127.522,6.83,5.56,5.46,4285.0,4133.3,219.7,0.0,3271.6,642.0,219.7,5.32,-151.7,4052.4,4737.1,1.50161
2022-01-02T18:00:00+00:00,2022-01-02T18:00:00+00:00,18,6,1,1,winter,0,7.01,7.1,5.98,6.32,67.03,0.0,1.32,8.4,0.0,39.935,252.364,6.82,5.42,5.03,4301.8,4263.1,517.4,0.0,3103.9,641.8,517.4,12.14,-38.7,4285.0,4794.8,-0.75669
2022-01-02T19:00:00+00:00,2022-01-02T19:00:00+00:00,19,6,1,1,winter,0,6.6,6.73,6.42,6.87,77.83,0.0,9.03,8.77,0.0,47.163,323.889,7.1,6.01,6.32,4147.5,4087.9,700.0,0.0,2704.2,683.7,700.0,17.12,-59.6,4301.8,4779.3,1.65183
2022-01-02T20:00:00+00:00,2022-01-02T20:00:00+00:00,20,6,1,1,winter,0,6.36,6.44,5.19,5.63,80.17,0.0,1.75,9.06,0.0,31.732,178.748,6.73,6.17,6.87,3943.5,3881.8,374.9,0.0,2866.2,640.7,374.9,9.66,-61.7,4147.5,4601.8,-0.6355
2022-01-02T21:00:00+00:00,2022-01-02T21:00:00+00:00,21,6,1,1,winter,0,5.69,5.74,4.85,5.23,82.42,0.0,0.38,9.76,0.0,27.313,142.744,6.44,6.66,5.63,3870.7,3811.8,316.3,0.0,2841.0,654.5,316.3,8.3,-58.9,3943.5,4334.5,-0.50448
2022-01-02T22:00:00+00:00,2022-01-02T22:00:00+00:00,22,6,1,1,winter,0,5.14,5.18,5.59,6.12,85.2,0.0,4.03,10.32,0.0,37.397,228.693,5.74,6.83,5.23,3801.8,3669.8,486.3,0.0,2549.1,634.4,486.3,13.25,-132.0,3870.7,4188.3,0.82804
2022-01-02T23:00:00+00:00,2022-01-02T23:00:00+00:00,23,6,1,1,winter,0,4.54,4.55,5.12,5.61,84.0,0.0,0.13,10.95,0.0,31.433,176.228,5.18,6.82,6.12,3813.7,3720.2,332.8,0.0,2712.2,675.2,332.8,8.95,-93.5,3801.8,4054.5,-1.58078
2022-01-03T00:00:00+00:00,2022-01-03T00:00:00+00:00,0,0,1,0,winter,0,3.6,3.64,4.08,4.46,82.9,0.0,8.66,11.86,0.0,19.897,88.752,4.55,7.1,5.61,4052.3,3848.4,128.6,0.0,3044.4,675.4,128.6,3.34,-203.9,3813.7,3791.0,0.40819
2022-01-03T01:00:00+00:00,2022-01-03T01:00:00+00:00,1,0,1,0,winter,0,3.89,3.9,3.9,4.23,78.13,0.0,4.29,11.6,0.0,17.909,75.789,3.64,6.73,4.46,3951.2,3796.9,91.8,0.0,2997.2,707.9,91.8,2.42,-154.3,4052.3,3727.6,-1.43217
2022-01-03T02:00:00+00:00,2022-01-03T02:00:00+00:00,2,0,1,0,winter,0,4.2,4.15,4.93,5.22,75.37,0.0,0.0,11.35,0.0,27.285,142.523,3.9,6.44,4.23,3915.5,3754.7,232.5,0.0,2846.3,675.9,232.5,6.19,-160.8,3951.2,3646.7,0.59123
2022-01-03T03:00:00+00:00,2022-01-03T03:00:00+00:00,3,0,1,0,winter,0,4.9,4.71,4.68,5.13,70.27,0.0,1.49,10.79,0.0,26.354,135.29,4.15,5.74,5.22,3785.3,3696.1,239.6,0.0,2802.6,653.9,239.6,6.48,-89.2,3915.5,3581.1,0.86741
2022-01-03T04:00:00+00:00,2022-01-03T04:00:00+00:00,4,0,1,0,winter,0,5.03,4.87,4.76,5.05,68.42,0.0,6.63,10.63,0.0,25.532,129.01,4.71,5.18,5.13,3804.7,3804.9,160.4,0.0,3011.6,632.9,160.4,4.22,0.2,3785.3,3519.3,-0.34741
2022-01-03T05:00:00+00:00,2022-01-03T05:00:00+00:00,5,0,1,0,winter,0,5.57,5.35,4.6,4.81,75.85,0.0,1.04,10.15,0.0,23.133,111.264,4.87,4.55,5.05,3981.1,3929.7,112.6,0.0,3188.3,628.8,112.6,2.87,-51.4,3804.7,3800.7,-0.44819
2022-01-03T06:00:00+00:00,2022-01-03T06:00:00+00:00,6,0,1,0,winter,0,5.84,5.69,4.67,4.91,73.05,0.0,3.14,9.81,0.0,24.089,118.233,5.35,3.64,4.81,4190.8,4063.6,136.5,0.0,3304.4,622.7,136.5,3.36,-127.2,3981.1,3992.8,0.83771
2022-01-03T07:00:00+00:00,2022-01-03T07:00:00+00:00,7,0,1,0,winter,0,5.71,5.38,4.47,4.91,68.57,0.0,4.87,10.12,0.0,24.143,118.631,5.69,3.9,4.91,4430.5,4463.1,177.5,0.0,3650.8,634.8,177.5,3.98,32.6,4190.8,4265.1,-1.50475
2022-01-03T08:00:00+00:00,2022-01-03T08:00:00+00:00,8,0,1,0,winter,0,5.41,5.24,5.31,5.58,72.92,0.0,3.14,10.26,0.0,31.127,173.666,5.38,4.15,4.91,4573.7,4544.7,270.5,0.0,3607.7,666.5,270.5,5.95,-29.0,4430.5,4318.6,0.7157
2022-01-03T09:00:00+00:00,2022-01-03T09:00:00+00:00,9,0,1,0,winter,1,5.81,5.68,5.99,6.28,65.57,4.2,1.54,9.82,0.0,39.48,248.064,5.24,4.71,5.58,4527.1,4314.1,410.7,3.4,3230.8,669.2,414.1,9.6,-213.0,4573.7,4181.0,1.88373
2022-01-03T10:00:00+00:00,2022-01-03T10:00:00+00:00,10,0,1,0,winter,1,6.2,6.18,6.68,7.1,68.72,27.84,4.52,9.32,0.0,50.379,357.578,5.68,4.87,6.28,4232.9,4087.6,683.8,24.0,2690.8,689.0,707.8,17.32,-145.3,4527.1,3939.4,-0.53103
2022-01-03T11:00:00+00:00,2022-01-03T11:00:00+00:00,11,0,1,0,winter,1,6.07,6.1,7.46,7.87,75.18,40.19,0.08,9.4,0.0,61.913,487.165,6.18,5.35,7.1,4001.7,4065.0,971.9,35.9,2384.3,672.9,1007.8,24.79,63.3,4232.9,3750.9,-1.37597
2022-01-03T12:00:00+00:00,2022-01-03T12:00:00+00:00,12,0,1,0,winter,1,6.44,6.52,7.38,7.82,87.85,36.46,4.75,8.98,0.0,61.127,477.918,6.1,5.69,7.87,3935.2,3878.1,967.5,31.1,2224.7,654.8,998.6,25.75,-57.1,4001.7,3658.0,-0.41016
2022-01-03T13:00:00+00:00,2022-01-03T13:00:00+00:00,13,0,1,0,winter,1,6.33,6.44,7.14,7.37,79.25,46.73,5.91,9.06,0.0,54.373,400.935,6.52,5.38,7.82,4076.1,4084.0,809.7,39.8,2551.5,683.0,849.5,20.8,7.9,3935.2,3734.8,0.61153
2022-01-03T14:00:00+00:00,2022-01-03T14:00:00+00:00,14,0,1,0,winter,1,7.04,7.24,7.29,7.64,79.1,38.14,8.12,8.26,0.0,58.295,445.086,6.44,5.24,7.37,4113.2,4068.4,910.3,33.8,2459.1,665.2,944.1,23.21,-44.8,4076.1,3816.5,0.33269
2022-01-03T15:00:00+00:00,2022-01-03T15:00:00+00:00,15,0,1,0,winter,1,7.63,7.85,6.71,7.06,76.23,25.85,3.64,7.65,0.0,49.79,351.328,7.24,5.68,7.64,4215.9,4168.8,720.8,22.1,2774.8,651.1,742.9,17.82,-47.1,4113.2,3865.4,0.92753
2022-01-03T16:00:00+00:00,2022-01-03T16:00:00+00:00,16,0,1,0,winter,1,7.43,7.64,5.49,5.6,81.22,5.45,1.85,7.86,0.0,31.354,175.569,7.85,6.18,7.06,4425.4,4389.1,294.7,4.5,3472.0,617.9,299.2,6.82,-36.3,4215.9,4052.4,-0.97526
2022-01-03T17:00:00+00:00,2022-01-03T17:00:00+00:00,17,0,1,0,winter,0,7.65,7.77,5.92,6.05,90.15,0.0,17.23,7.73,0.0,36.652,221.896,7.64,6.1,5.6,4626.3,4502.0,395.9,0.0,3450.9,655.2,395.9,8.79,-124.3,4425.4,4285.0,0.14048
2022-01-03T18:00:00+00:00,2022-01-03T18:00:00+00:00,18,0,1,0,winter,0,7.4,7.48,5.46,5.66,82.32,0.0,4.27,8.02,0.0,32.073,181.639,7.77,6.52,6.05,4679.3,4603.7,337.9,0.0,3608.5,657.3,337.9,7.34,-75.6,4626.3,4301.8,-0.41506
2022-01-03T19:00:00+00:00,2022-01-03T19:00:00+00:00,19,0,1,0,winter,0,6.76,6.87,7.27,7.82,83.78,0.0,12.61,8.63,0.0,61.137,478.028,7.48,6.44,5.66,4691.7,4510.1,994.6,0.0,2865.3,650.2,994.6,22.05,-181.6,4679.3,4147.5,1.61353
2022-01-03T20:00:00+00:00,2022-01-03T20:00:00+00:00,20,0,1,0,winter,0,6.07,6.24,7.55,8.11,80.75,0.0,11.23,9.26,0.0,65.738,532.997,6.87,7.24,7.82,4472.6,4346.9,1119.4,0.0,2577.9,649.6,1119.4,25.75,-125.7,4691.7,3943.5,-1.36258
2022-01-03T21:00:00+00:00,2022-01-03T21:00:00+00:00,21,0,1,0,winter,0,5.8,5.97,6.91,7.48,86.75,0.0,7.69,9.53,0.0,55.9,417.939,6.24,7.85,8.11,4362.5,4218.5,901.9,0.0,2651.9,664.7,901.9,21.38,-144.0,4472.6,3870.7,0.06501
2022-01-03T22:00:00+00:00,2022-01-03T22:00:00+00:00,22,0,1,0,winter,0,5.06,5.34,7.33,7.93,78.63,0.0,2.44,10.16,0.0,62.934,499.262,5.97,7.64,7.48,4252.3,4023.8,1089.0,0.0,2250.6,684.2,1089.0,27.06,-228.5,4362.5,3801.8,-0.05511
2022-01-03T23:00:00+00:00,2022-01-03T23:00:00+00:00,23,0,1,0,winter,0,4.59,4.86,9.21,9.95,74.28,0.0,3.08,10.64,0.0,98.937,984.095,5.34,7.77,7.93,4159.2,4020.9,2134.5,0.0,1215.2,671.2,2134.5,53.09,-138.3,4252.3,3813.7,0.25487
2022-01-04T00:00:00+00:00,2022-01-04T00:00:00+00:00,0,1,1,0,winter,0,4.26,4.45,9.56,10.2,75.43,0.0,7.57,11.05,0.0,104.093,1062.02,4.86,7.48,9.95,3920.8,3823.5,2278.6,0.0,889.5,655.4,2278.6,59.59,-97.3,4159.2,4052.3,1.57466
2022-01-04T01:00:00+00:00,2022-01-04T01:00:00+00:00,1,1,1,0,winter,0,4.03,4.27,8.43,9.03,69.05,0.0,5.97,11.23,0.0,81.458,735.19,4.45,6.87,10.2,3937.6,3815.1,1582.0,0.0,1551.8,681.3,1582.0,41.47,-122.5,3920.8,3951.2,-0.21455
2022-01-04T02:00:00+00:00,2022-01-04T02:00:00+00:00,2,1,1,0,winter,0,3.41,3.76,8.62,9.07,71.18,0.0,3.42,11.74,0.0,82.299,746.612,4.27,6.24,9.03,3741.9,3621.9,1549.0,0.0,1363.8,709.1,1549.0,42.77,-120.0,3937.6,3915.5,1.81188
2022-01-04T03:00:00+00:00,2022-01-04T03:00:00+00:00,3,1,1,0,winter,0,3.37,3.67,8.91,9.34,74.7,0.0,2.97,11.83,0.0,87.258,815.095,3.76,5.97,9.07,3710.1,3667.5,1677.2,0.0,1319.0,671.3,1677.2,45.73,-42.6,3741.9,3785.3,-0.00161
2022-01-04T04:00:00+00:00,2022-01-04T04:00:00+00:00,4,1,1,0,winter,0,3.61,3.86,9.52,9.91,82.17,0.0,9.12,11.64,0.0,98.127,972.035,3.67,5.34,9.34,3830.3,3829.2,2029.7,0.0,1149.3,650.2,2029.7,53.01,-1.1,3710.1,3804.7,0.50014
2022-01-04T05:00:00+00:00,2022-01-04T05:00:00+00:00,5,1,1,0,winter,0,4.17,4.33,10.3,10.66,84.15,0.0,2.76,11.17,0.0,113.693,1212.276,3.86,4.86,9.91,3902.8,3934.8,2594.3,0.0,715.9,624.6,2594.3,65.93,32.0,3830.3,3981.1,-0.05416
2022-01-04T06:00:00+00:00,2022-01-04T06:00:00+00:00,6,1,1,0,winter,0,4.54,4.58,10.66,11.08,81.52,0.0,1.54,10.92,0.0,122.806,1360.915,4.33,4.45,10.66,4317.8,4319.9,2877.9,0.0,808.2,633.8,2877.9,66.62,2.1,3902.8,4190.8,-0.55614
2022-01-04T07:00:00+00:00,2022-01-04T07:00:00+00:00,7,1,1,0,winter,0,4.71,4.75,10.56,11.23,80.33,0.0,2.14,10.75,0.0,126.005,1414.433,4.58,4.27,11.08,4502.0,4479.5,3092.8,0.0,754.5,632.2,3092.8,69.04,-22.5,4317.8,4430.5,1.59998
2022-01-04T08:00:00+00:00,2022-01-04T08:00:00+00:00,8,1,1,0,winter,0,4.77,4.9,10.76,11.22,78.77,0.0,10.34,10.6,0.0,125.962,1413.715,4.75,3.76,11.23,4629.3,4674.0,3033.3,0.0,994.8,645.9,3033.3,64.9,44.7,4502.0,4573.7,-0.35417
2022-01-04T09:00:00+00:00,2022-01-04T09:00:00+00:00,9,1,1,0,winter,1,4.77,4.89,11.42,11.9,83.23,2.63,1.28,10.61,0.0,141.65,1685.881,4.9,3.67,11.22,4634.2,4630.9,3556.6,2.1,401.1,671.1,3558.7,76.85,-3.3,4629.3,4527.1,-0.11624
2022-01-04T10:00:00+00:00,2022-01-04T10:00:00+00:00,10,1,1,0,winter,1,5.0,5.33,10.54,10.86,81.23,20.25,2.94,10.17,0.0,117.948,1280.966,4.89,3.86,11.9,4390.4,4281.2,2709.1,16.9,882.3,672.9,2726.0,63.67,-109.2,4634.2,4232.9,0.96458
2022-01-04T11:00:00+00:00,2022-01-04T11:00:00+00:00,11,1,1,0,winter,1,5.84,6.2,11.21,11.55,81.12,35.24,3.47,9.3,0.0,133.409,1540.919,5.33,4.33,10.86,4298.9,4235.3,3239.0,29.7,267.6,699.0,3268.7,77.18,-63.6,4390.4,4001.7,-0.71832
